ContourID,SegmentID,X,Y
1,1,150.0,100.0
1,1,149.13189542897703,102.67175114678396
1,1,148.26379085795406,105.34350229356794
1,1,147.3956862869311,108.0152534403519
1,1,146.52758171590813,110.68700458713587
1,1,145.65947714488516,113.35875573391984
1,1,144.79137257386222,116.03050688070381
1,1,143.92326800283925,118.70225802748777
1,1,143.05516343181628,121.37400917427175
1,1,142.18705886079331,124.04576032105571
1,1,141.31895428977035,126.71751146783969
1,1,140.45084971874738,129.38926261462365
1,1,138.1781224460201,131.04049563281765
1,1,135.90539517329285,132.69172865101166
1,1,133.63266790056556,134.34296166920566
1,1,131.35994062783828,135.99419468739967
1,1,129.087213355111,137.64542770559365
1,1,126.81448608238374,139.29666072378765
1,1,124.54175880965647,140.94789374198166
1,1,122.26903153692919,142.59912676017566
1,1,119.99630426420192,144.25035977836967
1,1,117.72357699147464,145.90159279656368
1,1,115.45084971874738,147.55282581475768
1,1,112.64160431533877,147.55282581475768
1,1,109.83235891193016,147.55282581475768
1,1,107.02311350852153,147.55282581475768
1,1,104.21386810511292,147.55282581475768
1,1,101.40462270170431,147.55282581475768
1,1,98.5953772982957,147.55282581475768
1,1,95.78613189488709,147.55282581475768
1,1,92.97688649147847,147.55282581475768
1,1,90.16764108806986,147.55282581475768
1,1,87.35839568466125,147.55282581475768
1,1,84.54915028125264,147.55282581475768
1,1,82.27642300852537,145.90159279656368
1,1,80.00369573579809,144.25035977836967
1,1,77.73096846307082,142.59912676017566
1,1,75.45824119034354,140.94789374198166
1,1,73.18551391761628,139.29666072378768
1,1,70.912786644889,137.64542770559368
1,1,68.64005937216173,135.99419468739967
1,1,66.36733209943445,134.34296166920566
1,1,64.09460482670718,132.69172865101166
1,1,61.8218775539799,131.04049563281765
1,1,59.549150281252636,129.38926261462365
1,1,58.68104571022967,126.71751146783969
1,1,57.8129411392067,124.04576032105571
1,1,56.94483656818374,121.37400917427175
1,1,56.07673199716077,118.70225802748777
1,1,55.2086274261378,116.03050688070381
1,1,54.340522855114834,113.35875573391984
1,1,53.472418284091866,110.68700458713587
1,1,52.604313713068905,108.0152534403519
1,1,51.73620914204594,105.34350229356794
1,1,50.86810457102297,102.67175114678396
1,1,50.0,100.0
1,1,50.86810457102297,97.32824885321604
1,1,51.73620914204593,94.65649770643206
1,1,52.6043137130689,91.9847465596481
1,1,53.472418284091866,89.31299541286413
1,1,54.34052285511483,86.64124426608016
1,1,55.208627426137795,83.96949311929619
1,1,56.07673199716076,81.29774197251223
1,1,56.944836568183725,78.62599082572825
1,1,57.81294113920669,75.95423967894429
1,1,58.681045710229654,73.28248853216031
1,1,59.54915028125262,70.61073738537635
1,1,61.821877553979895,68.95950436718235
1,1,64.09460482670717,67.30827134898834
1,1,66.36733209943444,65.65703833079435
1,1,68.64005937216172,64.00580531260034
1,1,70.91278664488898,62.35457229440634
1,1,73.18551391761626,60.70333927621234
1,1,75.45824119034353,59.052106258018334
1,1,77.73096846307081,57.400873239824335
1,1,80.00369573579808,55.74964022163033
1,1,82.27642300852536,54.098407203436324
1,1,84.54915028125262,52.447174185242325
1,1,87.35839568466123,52.447174185242325
1,1,90.16764108806984,52.447174185242325
1,1,92.97688649147847,52.44717418524232
1,1,95.78613189488708,52.44717418524232
1,1,98.59537729829569,52.44717418524232
1,1,101.4046227017043,52.44717418524232
1,1,104.21386810511291,52.44717418524232
1,1,107.02311350852153,52.44717418524232
1,1,109.83235891193014,52.44717418524231
1,1,112.64160431533875,52.44717418524231
1,1,115.45084971874736,52.44717418524231
1,1,117.72357699147463,54.09840720343632
1,1,119.99630426420191,55.749640221630315
1,1,122.26903153692918,57.40087323982432
1,1,124.54175880965644,59.05210625801832
1,1,126.81448608238372,60.703339276212326
1,1,129.087213355111,62.354572294406324
1,1,131.35994062783826,64.00580531260033
1,1,133.63266790056554,65.65703833079434
1,1,135.90539517329282,67.30827134898833
1,1,138.17812244602007,68.95950436718233
1,1,140.45084971874735,70.61073738537634
1,1,141.31895428977032,73.28248853216031
1,1,142.1870588607933,75.95423967894428
1,1,143.05516343181625,78.62599082572825
1,1,143.92326800283922,81.29774197251221
1,1,144.7913725738622,83.96949311929619
1,1,145.65947714488516,86.64124426608015
1,1,146.52758171590813,89.31299541286413
1,1,147.3956862869311,91.98474655964809
1,1,148.26379085795406,94.65649770643206
1,1,149.13189542897703,97.32824885321602
1,1,150.0,100.0
